Local time,Napięcie wyjściowe panela słonecznego (V),Napięcie baterii (V),Temperatura powietrza min. (°C),Temperatura powietrza max. (°C),Temperatura powietrza średnia (°C),Wilgotność względna powietrza min. (%),Wilgotność względna powietrza max. (%),Wilgotność względna powietrza średnia (%),Ciśnienie atmosferyczne (hPa),Punkt rosy (°C),Intensywność deszczu (l/m²),Opad deszczu (l/m²),Wilgotność gleby 15 cm (%),Wilgotność gleby 30 cm (%),Wilgotność gleby 15 cm (%),Temperatura gleby 15 cm (°C),Temperatura gleby 30 cm (°C),Temperatura gleby 15 cm (°C)
2026-07-06 08:00:00,15.3,14,14.6,15.93,15.2,68.06,74.1,71.1,1014,10,,0,20.6,26.8,12.9,18,17.7,17.7
2026-07-06 07:00:00,14.3,13.8,12.88,14.65,13.9,74.52,78.79,76.6,1013.9,9.8,,0,20.8,26.7,12.5,18.1,17.7,18
2026-07-06 06:00:00,10.5,13.3,12.33,12.94,12.7,77.26,80.34,78.9,1013.7,9.1,,0,21.3,26.7,12.3,18.3,17.9,18
2026-07-06 05:00:00,6.1,13,11.26,12.08,11.6,81.3,84.5,83,1013.5,8.8,,0,21.7,26.7,12,18.5,18.2,18
2026-07-06 04:00:00,1.5,13,11.55,11.89,11.8,83.2,85.48,84.1,1013.2,9.2,,0,22,26.7,11.5,18.8,18.5,18
2026-07-06 03:00:00,0,13,11.89,13.05,12.4,81.68,85.04,83.8,1013.1,9.7,,0,22.5,26.7,11.4,19,18.8,18
2026-07-06 02:00:00,0,13.1,12.86,13.35,13.1,81.91,83.88,83,1013,10.2,,0,23,26.7,11,19.2,19.2,18
2026-07-06 01:00:00,0,13.1,13.64,14.38,14.1,80.14,81.59,80.8,1012.8,10.8,,0,23.7,27.1,10.7,19.4,19.5,18
2026-07-06 00:00:00,0,13.1,14.11,14.48,14.3,82.11,82.8,82.4,1012.8,11.3,,0,24.3,27.1,10.6,19.6,19.8,18
2026-07-05 23:00:00,0,13.1,14.46,14.91,14.7,81.68,86.85,83.6,1012.8,11.9,,0,25,27.2,10.2,19.8,20.2,18
2026-07-05 22:00:00,0,13.1,14.7,15.66,15.3,81.13,85.24,82.9,1012.3,12.4,,0,25.9,27.5,9.9,19.9,20.5,18
2026-07-05 21:00:00,0.3,13.1,15.78,16.15,15.9,79.57,80.93,80.5,1011.6,12.6,,0,27.2,27.6,9.8,20,20.9,18.2
2026-07-05 20:00:00,2.5,13.5,16.2,17.02,16.6,75.67,78.61,77.2,1011.4,12.6,,0,28,27.8,9.8,20.1,21.2,18
2026-07-05 19:00:00,8.9,13.9,16.96,17.74,17.4,74.93,80.62,76.9,1011.2,13.3,,0,29,27.9,9.8,20.1,21.5,18
2026-07-05 18:00:00,15.4,14,17.05,17.72,17.4,80.55,86.59,83.2,1011.1,14.5,,0,29.5,27.8,9.8,20.1,21.7,18
2026-07-05 17:00:00,13.1,13.8,14.52,16.74,15.5,87.78,91.05,89.4,1010.9,13.7,,0,29.9,28.1,10.3,20,21.8,18
2026-07-05 16:00:00,15.9,14,17.26,22.16,20.7,64.57,74.57,68.9,1010.6,14.8,,0,30.4,28.6,11,19.8,21.4,18
2026-07-05 15:00:00,20.8,14,18.11,21.17,19.3,72.63,81.94,78,1010.6,15.4,,0,30.8,28.4,10.7,19.6,21,18
2026-07-05 14:00:00,19.4,14,17.08,18.41,17.9,80.69,86.25,83.6,1010.9,15,,0,31.5,28.2,10.1,19.5,20.7,18
2026-07-05 13:00:00,17.4,14,16.92,18.93,17.6,73.06,86.45,81.4,1011.4,14.3,,0,31.8,28.4,10.2,19.4,20.4,18
2026-07-05 12:00:00,16.2,14,16.59,19.61,18.2,70.25,81.93,76.7,1011.8,14.1,,0,32.3,28.4,10.3,19.4,20,18
2026-07-05 11:00:00,17.5,14,15.73,17.83,17,78.04,89.12,82.6,1012.2,14,,0,32.5,28.6,10.1,19.4,19.8,18
2026-07-05 10:00:00,11.4,13.8,13.77,14.69,14.3,89.81,90.48,90.2,1012.8,12.7,,0,33.2,28.5,9.8,19.4,19.7,18.3
2026-07-05 09:00:00,10.7,13.7,13.8,13.97,13.9,89.09,90.51,90,1013.3,12.3,,0,33.5,28.6,9.7,19.5,19.7,19
2026-07-05 08:00:00,11.2,13.7,14.09,14.33,14.3,84.57,87.93,85.5,1013.7,11.9,,0,34,29.2,9.4,19.6,19.6,19
2026-07-05 07:00:00,13.6,13.8,14.59,15.15,14.9,80.05,84.57,81.6,1014.2,11.7,,0,34.6,29.4,9.2,19.8,19.5,19
2026-07-05 06:00:00,11.8,13.4,13.35,14.38,13.8,80.83,82.65,81.9,1014.7,10.8,,0,35,29.7,9,20,19.7,19
2026-07-05 05:00:00,6.6,13,12.52,13.12,12.7,83.28,84.12,83.8,1015.1,10.1,,0,35.6,29.9,9,20.2,20,19
2026-07-05 04:00:00,1.8,13,12.16,12.3,12.2,83.54,84.31,84,1015.5,9.6,,0,36.3,30.3,8.5,20.4,20.3,19
2026-07-05 03:00:00,0,13,12.21,12.81,12.5,79.59,83.18,81.5,1015.8,9.4,,0,36.6,30.6,8.2,20.7,20.7,19
2026-07-05 02:00:00,0,13.1,12.89,13.71,13.2,75.75,78.73,77.3,1016.2,9.3,,0,37.1,31,8.1,20.9,21.1,19
2026-07-05 01:00:00,0,13.1,13.82,14.48,14.1,71.99,74.82,73.5,1016.5,9.4,,0,37.5,31.2,7.8,21.2,21.6,19.2
2026-07-05 00:00:00,0,13.1,14.7,15.73,15.2,67.13,71.16,69.2,1016.7,9.6,,0,38.2,31.7,8.5,21.4,22.1,20
2026-07-04 23:00:00,0,13.1,15.65,16.49,16,63.05,66.62,65.2,1016.9,9.5,,0,39.3,32,8.6,21.5,22.5,20
2026-07-04 22:00:00,0,13.1,16.66,18.08,17.3,57.31,62.21,59.8,1017.1,9.4,,0,39.6,32.9,8.9,21.7,22.9,20
2026-07-04 21:00:00,0.3,13.1,18.18,18.66,18.4,55.46,56.91,56.1,1017.1,9.5,,0,40.3,33.2,9.4,21.7,23.3,20
2026-07-04 20:00:00,2.7,13.4,18.68,19.02,18.9,53.96,55.59,54.6,1016.9,9.6,,0,41,33.7,9.5,21.8,23.6,19.5
2026-07-04 19:00:00,6.9,13.9,18.98,19.26,19.1,53.35,54.22,53.8,1016.6,9.5,,0,41.9,33.9,10.3,21.7,23.9,19
2026-07-04 18:00:00,15.7,14,19.36,20.29,19.8,50.77,53.08,51.8,1016.6,9.6,,0,42.8,34.4,10.6,21.5,24,19
2026-07-04 17:00:00,19.8,14,20.42,22.37,21.2,44.22,50.52,47.9,1016.7,9.7,,0,43.5,34.6,11.2,21.2,23.8,19
2026-07-04 16:00:00,21.3,14,21.64,22.83,22.2,43.25,46.22,44.7,1016.9,9.6,,0,44.9,34.7,11.6,21,23.2,19
2026-07-04 15:00:00,20.5,14,20.76,22.29,21.5,46.34,51.39,48.8,1017.3,10.3,,0,44.8,35,11.9,20.7,22.5,19
2026-07-04 14:00:00,20.5,14,18.37,20.59,19.5,53.19,59.96,56.7,1017.8,10.6,,0,44.9,35,11.8,20.6,21.9,19
2026-07-04 13:00:00,19.7,14,17.05,18.34,17.8,59.81,64.45,61.9,1018.2,10.4,,0,45.5,35.3,11.9,20.5,21.4,19
2026-07-04 12:00:00,19,14,16.46,17.35,16.9,63.22,66.48,64.8,1018.6,10.2,,0,46.1,35.2,11.6,20.5,21.1,19
2026-07-04 11:00:00,19,14,16.08,16.75,16.4,65.71,67.88,66.4,1018.8,10.2,,0,46.5,35.3,11.5,20.5,20.9,19
2026-07-04 10:00:00,16.9,14,15.31,16.15,15.7,67.59,69.79,68.5,1018.9,9.9,,0,46.8,35.4,11.2,20.5,20.8,19
2026-07-04 09:00:00,15.1,14,15.2,15.98,15.5,67.55,69.59,68.7,1018.9,9.8,,0,47.2,35.7,11.4,20.6,20.6,19
2026-07-04 08:00:00,14.5,13.9,14.63,15.07,14.9,69.69,70.43,70.1,1018.9,9.5,,0,47.5,36,11,20.7,20.5,19.7
2026-07-04 07:00:00,14.1,13.7,13.66,14.58,14.2,69.97,72.54,71.2,1018.8,9,,0,48,36.1,10.8,20.9,20.6,20
2026-07-04 06:00:00,8.4,13.1,13.05,13.35,13.2,72.01,74.42,73.3,1018.7,8.5,,0,48.2,36.6,10.4,21.2,20.8,20
2026-07-04 05:00:00,4,13,12.86,13.25,13,71.13,72.74,72.2,1018.6,8.1,,0,48.8,37,10.5,21.4,21.1,20
2026-07-04 04:00:00,1.4,13,13,13.84,13.4,67.17,70.91,69.1,1018.5,7.8,,0,49.3,37.6,10.6,21.7,21.5,20
2026-07-04 03:00:00,0,13.1,13.91,14.55,14.2,63.66,66.32,65.2,1018.5,7.8,,0,49.5,38,10.6,22,21.9,20
2026-07-04 02:00:00,0,13.1,14.63,15.15,14.9,63.22,63.79,63.5,1018.5,8,,0,49.8,38.4,10.5,22.2,22.4,20
2026-07-04 01:00:00,0,13.1,15.15,16.13,15.7,60.14,63.26,61.2,1018.6,8.2,,0,0,38.9,10.2,22.5,22.8,20
2026-07-04 00:00:00,0,13.1,16.22,17.02,16.7,56.74,60.16,57.9,1018.5,8.4,,0,0.3,39.3,10.6,22.7,23.2,20.3
2026-07-03 23:00:00,0,13.1,17,17.45,17.2,54.26,57.87,56.2,1018.4,8.4,,0,0.7,40,10.6,22.9,23.7,21
2026-07-03 22:00:00,0,13.1,17.49,18.21,17.9,53.2,54.42,53.7,1018.1,8.4,,0,9.8,40.7,11.2,23.2,24.2,21
2026-07-03 21:00:00,0.4,13.1,18.23,18.99,18.6,53.12,53.91,53.6,1017.7,9,,0,52.4,41,11.4,23.3,24.7,21
2026-07-03 20:00:00,3.3,13.5,18.83,19.85,19.4,49.29,53.64,51.7,1017.4,9.2,,0,53.5,41.4,11.7,23.4,25.3,21
2026-07-03 19:00:00,8,13.9,19.95,20.69,20.2,44.21,48.34,46.7,1017.2,8.5,,0,54.2,41.8,11.8,23.4,25.7,20.5
2026-07-03 18:00:00,15,14,20.59,21.52,21,42.18,43.37,42.8,1017,7.9,,0,55,42.3,12.2,23.3,26.1,20
2026-07-03 17:00:00,18.4,14,20.77,22.51,21.4,40.97,43.08,42,1016.7,7.9,,0,55.2,42.7,12.9,23.1,26.1,20
2026-07-03 16:00:00,20.7,14,21,22.72,22.1,40.19,44.45,42.1,1016.7,8.6,,0,55.9,42.9,13.5,22.8,25.8,20
2026-07-03 15:00:00,20.9,14,22.23,23.32,22.7,39.7,43.18,41,1016.9,8.8,,0,56.7,43.3,13.9,22.5,25.1,20
2026-07-03 14:00:00,20.1,14,21.08,22.78,22.1,40.58,44.07,41.9,1017.1,8.6,,0,57,43.5,14.1,22.2,24.2,20
2026-07-03 13:00:00,20.2,14,21.18,22.64,21.8,42.58,48.56,45.2,1017.3,9.4,,0,57.3,43.5,14.2,22,23.5,20
2026-07-03 12:00:00,19.5,14,20.72,21.88,21.4,45.3,49.97,48.3,1017.2,10,,0,57.8,43.7,14.1,21.8,22.8,20
2026-07-03 11:00:00,18.8,14,20.01,21.04,20.7,48.92,53.79,50.9,1017,10.1,,0,58,43.8,14.2,21.8,22.3,20
2026-07-03 10:00:00,17,14,18.76,20.93,20,52.54,62.82,57.3,1016.8,11.3,,0,58.1,44.1,14,21.9,22.1,20
2026-07-03 09:00:00,14.8,13.9,18.91,19.8,19.3,59.29,66.25,62.2,1016.6,11.9,,0,59,44.2,13.5,22,22.2,20
2026-07-03 08:00:00,14.3,13.8,18.24,19.02,18.6,64.71,66.93,65.8,1016.4,12.1,,0,59.3,44.4,13.3,22.1,22.3,20
2026-07-03 07:00:00,12.2,13.4,16.5,18.13,17.5,70.6,78.55,73.5,1016,12.7,,0,59.6,44.7,13.3,22.3,22.5,20
2026-07-03 06:00:00,2.6,13,15.98,17.57,16.9,81.02,86.69,84.6,1015.5,14.3,,0,59.7,45,13.1,22.5,22.7,20.5
2026-07-03 05:00:00,2.2,13,17.43,17.57,17.5,84.11,86.04,85.4,1015,15,,0,60,45.6,13.3,22.7,22.9,21
2026-07-03 04:00:00,0.8,13,18.05,19.92,19.4,66.96,80.96,71.5,1014.6,14.1,,0,60,45.9,13.2,22.9,23.1,21
2026-07-03 03:00:00,0,13.1,19.75,20.45,20,60.09,65.06,62.6,1014.3,12.7,,0,60.4,46.3,12.9,23.1,23.4,21
2026-07-03 02:00:00,0,13.1,20.26,20.55,20.4,59.73,60.67,60.2,1014.2,12.4,,0,60.4,47.1,13.6,23.3,23.7,21
2026-07-03 01:00:00,0,13.1,20.29,20.52,20.4,59.71,61.21,60.4,1014.5,12.5,,0,60.1,47.5,13.7,23.6,24,21
2026-07-03 00:00:00,0,13.1,18.34,20.02,19.1,61.83,69.55,66.1,1014.9,12.6,,0,60.1,48,13.7,23.9,24.6,21
2026-07-02 23:00:00,0,13.1,18.41,18.75,18.6,68.28,68.91,68.7,1015.4,12.7,,0,60.4,48.6,13.7,24.2,25.2,21
2026-07-02 22:00:00,0,13.1,18.88,20.87,19.7,60.64,67.24,64.5,1015.6,12.8,,0,60.7,49,13.7,24.4,25.8,21
2026-07-02 21:00:00,0.4,13.1,21.48,22.71,22,52.29,56.54,54.5,1015.6,12.4,,0,60.9,49.5,14.2,24.6,26.4,21
2026-07-02 20:00:00,2.7,13.4,22.84,23.96,23.4,48.9,51.43,50.2,1015.4,12.4,,0,61.4,50.2,15.3,24.7,26.9,21
2026-07-02 19:00:00,8.7,13.9,24.04,24.85,24.5,46.51,49.13,47.6,1015.2,12.7,,0,62,50.7,15.6,24.7,27.4,21
2026-07-02 18:00:00,15.2,14,25.08,26.21,25.6,43.29,46.36,44.5,1015.3,12.6,,0,62.5,51.2,15.8,24.6,27.8,21
2026-07-02 17:00:00,18.1,14,25.3,27.3,26.4,42.13,45.46,44,1015.3,13.1,,0,64.4,51.7,16.2,24.4,27.9,21
2026-07-02 16:00:00,18.3,14,25.87,26.99,26.5,42.24,44.63,43.4,1015.3,13,,0,65,52,16.7,24,27.9,20.8
2026-07-02 15:00:00,21.6,14,26.66,27.54,27,40.55,43.6,42.3,1015.6,13.1,,0,65.8,52.2,16.9,23.6,27.3,20
2026-07-02 14:00:00,21.1,14,26.36,28.76,27.4,39.55,43.78,42.2,1016,13.4,,0,66.9,52.2,17.5,23.1,26.3,20
2026-07-02 13:00:00,20,14,26.32,27.45,27,41.7,44.97,43.8,1016.5,13.6,,0,66.3,52.2,17.7,22.7,25,20
2026-07-02 12:00:00,18.8,14,24.96,26.86,25.9,46.7,51.15,48.6,1016.9,14.2,,0,66.9,52.4,17.7,22.4,23.8,20
2026-07-02 11:00:00,17.6,14,24.13,25.08,24.6,48.57,52.36,51.2,1017.1,13.9,,0,66.8,52.5,17.8,22.3,23.1,20
2026-07-02 10:00:00,16.5,14,21.61,24.07,22.7,51.71,64.62,58.8,1017.2,14.1,,0,66.4,52.8,17.7,22.3,22.8,20
2026-07-02 09:00:00,14.6,13.9,19.27,20.86,20.4,65.13,70.04,67.2,1017.3,14.1,,0,66.7,53,17.3,22.4,22.8,20.2
2026-07-02 08:00:00,13.5,13.6,17.52,19.5,18.1,70.85,82.08,78.1,1017.2,14.2,,0,66.8,53.3,16.9,22.6,22.9,21
2026-07-02 07:00:00,7.5,13.1,17.17,17.26,17.2,82.9,84.11,83.6,1017.1,14.4,,0,67.1,53.7,16.9,22.8,23,21
2026-07-02 06:00:00,7.4,13.1,17,17.22,17.1,82.38,82.63,82.5,1017,14.1,,0,67.1,54.1,16.9,23,23.2,21
2026-07-02 05:00:00,4.5,13,16.67,16.95,16.8,81.88,85.64,83.8,1016.7,14.1,,0,67.3,54.3,17.2,23.2,23.5,21
2026-07-02 04:00:00,1,13,16.34,16.61,16.5,85.13,86.89,85.6,1016.8,14.1,,0,67.8,54.5,17.3,23.4,23.8,21
2026-07-02 03:00:00,0,13,16.36,16.61,16.5,86.53,87.33,86.8,1016.9,14.3,,0,67.8,55,17.3,23.7,24.2,21
2026-07-02 02:00:00,0,13.1,16.59,16.91,16.8,86.84,88.18,87.4,1016.5,14.7,,0,67.5,55.7,17.3,23.9,24.5,21
2026-07-02 01:00:00,0,13.1,16.95,17.45,17.3,85.87,88.09,86.8,1016.3,15.1,,0,67.1,56,17.3,24.2,25,21
2026-07-02 00:00:00,0,13.1,17.54,17.97,17.8,84.52,85.8,85.1,1016,15.2,,0,67.1,56.4,17.6,24.4,25.4,21
2026-07-01 23:00:00,0,13.1,17.7,17.96,17.8,84.49,84.91,84.7,1015.8,15.2,,0,67.1,57.1,17.6,24.6,25.9,21.5
2026-07-01 22:00:00,0,13.1,17.89,18.51,18.2,83.66,84.55,84.2,1014.7,15.5,,0,67.1,57.4,17.9,24.8,26.4,22
2026-07-01 21:00:00,0.2,13.1,18.58,19.47,18.9,81.92,83.72,83.2,1013.5,15.9,,0,67.5,57.7,18.5,25,27,22
2026-07-01 20:00:00,2.1,13.3,19.47,20.46,20.1,80.07,81.61,81,1013.2,16.7,,0,67.6,58.4,18.9,25.1,27.5,21
2026-07-01 19:00:00,6.4,13.8,20.59,22.2,21.3,76.44,79.93,78.5,1012.7,17.4,,0,67.8,58.8,19.5,25.1,27.9,21
2026-07-01 18:00:00,16.2,14,22.57,24.2,23.3,72.27,75.62,73.9,1012.5,18.4,,0,68.2,59,20.1,24.9,28.2,21
2026-07-01 17:00:00,19.7,14,24.27,26.53,25.5,67.53,72.14,69.8,1012.7,19.6,,0,68.9,59.3,20.5,24.7,28.2,21
2026-07-01 16:00:00,19.5,14,26.48,28.69,27.6,60.75,68.59,65.3,1013,20.4,,0,69.7,59.5,20.7,24.3,27.9,21
2026-07-01 15:00:00,20.2,14,29.17,31.67,30.3,52.32,59.91,56.9,1012.8,20.8,,0,71.5,59.5,20.9,24,27.1,21
2026-07-01 14:00:00,20.4,14,29.69,31.21,30.4,54.37,60.15,57.4,1012.2,21,,0,72.2,59.7,21.3,23.6,26,21
2026-07-01 13:00:00,19.9,14,28.69,30.31,29.5,58.25,63.6,61,1012.5,21.2,,0,71.9,60.1,21.6,23.4,25,21
2026-07-01 12:00:00,19.2,14,27.6,29.75,28.3,58.49,64.19,61.5,1013,20.1,,0,71.1,60.2,21.6,23.3,24.6,21
2026-07-01 11:00:00,17.7,14,27.13,27.84,27.5,58.05,61.49,59.8,1013.3,19,,0,71.3,60.4,21.6,23.3,24.3,21
2026-07-01 10:00:00,18.8,14,26.38,28.11,27.1,56.74,61.08,59.5,1014.1,18.5,,0,71.1,60.7,21.8,23.3,24.1,21
2026-07-01 09:00:00,15.2,14,25.81,26.66,26.2,60.73,64,61.8,1014.9,18.3,,0,71.2,60.8,22,23.4,24,21
2026-07-01 08:00:00,14.3,13.8,23.09,25.19,24,66.69,73.15,69.8,1015.2,18.1,,0,71.4,61.2,21.6,23.5,24.1,21
2026-07-01 07:00:00,14.1,13.7,20.77,22.86,21.8,74.33,82.2,78.5,1015.1,17.8,,0,71.4,61.5,21.3,23.6,24.2,21
2026-07-01 06:00:00,10.2,13.2,20.6,21.06,20.8,80.14,81.39,80.6,1015.4,17.4,,0,71.6,61.6,21.8,23.8,24.4,21
2026-07-01 05:00:00,3.4,13,21.2,23.37,22.4,64.26,77.01,69.9,1015.8,16.6,,0,71.5,62,22.4,24,24.6,21
2026-07-01 04:00:00,1.2,13.1,23.6,23.79,23.7,60.42,61.13,60.8,1016,15.7,,0,71.5,62.4,22.8,24.3,24.9,21
2026-07-01 03:00:00,0,13.1,23.69,23.76,23.7,60.31,61,60.7,1017,15.7,,0,71.2,62.5,23.3,24.5,25.3,21.7
2026-07-01 02:00:00,0,13.1,23.83,24.1,23.9,59.69,60.18,59.9,1017.3,15.7,,0,71,63.1,23.5,24.8,25.7,22
2026-07-01 01:00:00,0,13.1,24.23,24.57,24.4,59.26,60.14,59.6,1017.1,16,,0,71,63.3,23.9,25,26.1,22
2026-07-01 00:00:00,0,13.1,24.54,25.08,24.9,59.28,60.12,59.7,1017.9,16.5,,0,70.7,63.6,24.2,25.2,26.6,22
2026-06-30 23:00:00,0,13.1,25.18,25.94,25.5,57.73,58.97,58.5,1018.3,16.8,,0,70.6,63.9,24.6,25.5,27.1,22
2026-06-30 22:00:00,0,13.1,25.91,26.24,26.1,57.32,58.42,57.8,1018,17.2,,0,70.6,64.4,25.5,25.6,27.7,22
2026-06-30 21:00:00,0.3,13.2,26.25,27.3,26.7,55.01,58.26,57,1017.7,17.5,,0,70.6,64.7,25.9,25.8,28.2,22
2026-06-30 20:00:00,4.6,13.6,27.53,28.93,28.2,50.72,54.46,52.5,1017.8,17.6,,0,70.7,64.8,26.4,25.9,28.7,22
2026-06-30 19:00:00,12.9,14,29.18,30.22,29.6,47.53,50.71,49.3,1017.9,17.9,,0,71.2,65.4,26.9,25.8,29.2,21.7
2026-06-30 18:00:00,16.2,14,30.43,31.22,30.8,43.77,47.96,45.8,1018.2,17.8,,0,72.8,65.5,27.1,25.6,29.5,21
2026-06-30 17:00:00,18.7,14,31.54,32.68,32.2,39.91,42.9,41.2,1018.6,17.4,,0,73.9,65.5,27.7,25.3,29.5,21
2026-06-30 16:00:00,19.9,14,32.37,33.4,32.9,39.65,41.93,40.7,1019,17.7,,0,74.2,65.7,28.1,24.9,29.1,21
2026-06-30 15:00:00,20.2,14,32.41,33.1,32.8,40.01,41.55,40.9,1019.6,17.8,,0,74.6,65.6,28.2,24.4,28.4,21
2026-06-30 14:00:00,20.2,14,31.7,33.23,32.3,40.01,43.88,42,1020.4,17.8,,0,75,65.8,28.6,24,27.3,21
2026-06-30 13:00:00,19.3,14,30.61,32.59,31.7,43.01,44.95,43.9,1021.2,17.9,,0,75.5,65.8,29,23.6,26.1,20
2026-06-30 12:00:00,18.5,14,30.09,32.01,30.9,43.68,48.06,45.9,1021.7,17.9,,0,75.7,65.9,29,23.3,25,20
2026-06-30 11:00:00,18.6,14,28.42,29.65,29,49.16,51.49,50.5,1022,17.7,,0,76,66.1,29,23.2,24.3,20.8
2026-06-30 10:00:00,18.7,14,26.76,28.27,27.4,51.24,55.64,54,1022.3,17.2,,0,75.7,66.3,29.2,23.2,24.1,21
2026-06-30 09:00:00,14.8,13.9,24.6,26.45,25.3,56,59.91,58.1,1022.3,16.4,,0,74.8,66.3,29.6,23.3,24.1,21
2026-06-30 08:00:00,14.2,13.8,22.9,23.76,23.4,60.39,64.73,63.2,1022.3,16,,0,74.2,66.7,29.8,23.4,24.1,21
2026-06-30 07:00:00,12.8,13.5,21.76,22.86,22.3,66.21,72.98,68.6,1022.5,16.3,,0,74.5,66.9,30.1,23.6,24.3,21
2026-06-30 06:00:00,8.7,13.2,21.59,21.88,21.8,74.46,76.61,75.7,1022.8,17.3,,0,74.1,67.1,30.2,23.8,24.5,21
2026-06-30 05:00:00,3.7,13,21.52,21.68,21.6,76.79,79.54,78.4,1022.4,17.7,,0,74.1,67.3,30.2,24,24.8,21
2026-06-30 04:00:00,1.3,13,21.57,22.09,21.8,77.79,79.42,78.9,1021.7,18,,0,74.1,67.7,30.7,24.2,25.1,21
2026-06-30 03:00:00,0,13.1,22.23,22.93,22.5,75.94,77.89,77,1021.2,18.3,,0,74.1,68,31.4,24.4,25.4,21
2026-06-30 02:00:00,0,13.1,23.63,24.77,24.3,66.6,73.32,68.9,1020.9,18.2,,0,74.1,68.1,32.1,24.6,25.7,21
2026-06-30 01:00:00,0,13.1,24.96,25.77,25.3,63.03,65.69,64.3,1020.5,18.1,,0,73.9,68.3,32.5,24.9,26.1,21
2026-06-30 00:00:00,0,13.1,25.56,25.98,25.8,61.85,62.59,62.2,1020.2,18,,0,73.7,68.6,32.9,25.1,26.5,21.3
2026-06-29 23:00:00,0,13.1,25.93,26.75,26.4,58.82,61.44,60.5,1019.7,18.1,,0,73.5,69,33.4,25.3,27,22
2026-06-29 22:00:00,0,13.1,26.82,27.84,27.3,54.08,58.54,56.4,1019,17.9,,0,74.1,69,33.8,25.5,27.6,22
2026-06-29 21:00:00,0.3,13.1,27.84,29.36,28.5,50.71,53.8,52.5,1018.4,17.8,,0,74.6,69.3,34.7,25.6,28.2,21.2
2026-06-29 20:00:00,3.5,13.5,29.59,31.56,30.6,44.6,50.78,47.8,1017.8,18.3,,0,75.1,69.4,35.3,25.7,28.7,21
2026-06-29 19:00:00,12.3,13.9,31.76,32.75,32.3,43.01,44.46,43.7,1017.3,18.3,,0,75.4,69.7,35.9,25.6,29.1,21
2026-06-29 18:00:00,14.5,13.9,33.05,33.43,33.3,42,43.19,42.5,1017.1,18.8,,0,75.8,69.8,36.5,25.5,29.4,21
2026-06-29 17:00:00,17.6,14,33.84,35.97,35.1,38.92,42.09,40.6,1016.8,19.6,,0,76.1,69.6,37.1,25.1,29.4,21
2026-06-29 16:00:00,19.7,14,35.87,36.48,36.2,38.71,40.33,39.5,1016.5,20.2,,0,76.7,69.4,37.5,24.7,29,20.5
2026-06-29 15:00:00,19.7,14,35.94,37.12,36.4,37.96,41.41,40.1,1016.6,20.7,,0,77.1,69.4,37.6,24.2,28.2,20
2026-06-29 14:00:00,19.8,14,35.4,36.35,36,38.45,41.81,40.4,1016.8,20.4,,0,77.3,69.4,37.8,23.8,27.3,20
2026-06-29 13:00:00,19.1,14,34.37,35.37,34.8,40.31,42.96,42,1017.1,20,,0,77.5,69.4,38.1,23.3,26.2,20
2026-06-29 12:00:00,18.7,14,34.55,35.26,34.9,41.89,44.39,43.2,1017.5,20.5,,0,77.9,69.5,38.8,23,25.1,20
2026-06-29 11:00:00,18.7,14,33.7,34.92,34.4,44.39,45.86,45,1017.7,20.7,,0,78,69.7,38.8,22.8,24.3,20
2026-06-29 10:00:00,18.6,14,32.21,33.93,32.9,44.6,47.89,46.5,1017.4,19.9,,0,78,69.8,39.2,22.7,23.9,20
2026-06-29 09:00:00,16.7,14,30.92,32.32,31.6,48.16,54.86,51,1016.9,20.2,,0,78,69.8,39.4,22.7,23.7,20
2026-06-29 08:00:00,14.3,13.8,29.54,30.73,30,53.77,58.2,56.1,1016.7,20.3,,0,77.6,70.1,39.5,22.8,23.6,20
2026-06-29 07:00:00,14.1,13.7,28.42,29.54,29.1,56.29,59.5,57.8,1016.5,19.9,,0,77.5,70.3,39.8,22.9,23.6,20
2026-06-29 06:00:00,12,13.5,26.69,28.25,27.7,59.79,65.49,61.5,1016.5,19.6,,0,76.9,70.6,40.1,23.1,23.7,20
2026-06-29 05:00:00,8.2,13.1,22.68,25.98,24.1,66.41,76.07,72.5,1016.4,18.8,,0,76.5,70.7,40.5,23.3,24,20.8
2026-06-29 04:00:00,1.7,13,22.27,22.81,22.5,73.12,76.39,75.2,1016.3,17.9,,0,76.1,71,40.8,23.5,24.4,21
2026-06-29 03:00:00,0,13.1,22.93,23.72,23.3,69.47,72.66,70.9,1016.2,17.7,,0,76.1,71,41.1,23.8,24.8,21
2026-06-29 02:00:00,0,13.1,23.97,25.79,25,61.65,68.46,64.6,1016.2,17.8,,0,76,71.3,41.6,24,25.2,21
2026-06-29 01:00:00,0,13.1,24.48,26.15,25.3,61.63,68.03,64.9,1016.4,18.2,,0,75.7,71.4,42,24.2,25.6,21
2026-06-29 00:00:00,0,13.1,26.41,28.27,27.3,53.53,60.73,57.2,1016.5,18.1,,0,75.7,71.7,42.5,24.4,26.1,21
2026-06-28 23:00:00,0,13.1,28.52,29.28,28.9,50.73,52.9,52.1,1016.5,18,,0,75.8,71.8,43.1,24.6,26.6,21
2026-06-28 22:00:00,0,13.1,28.16,28.95,28.8,53.1,59.03,55.3,1016.5,18.9,,0,75.6,71.9,43.7,24.8,27.1,21
2026-06-28 21:00:00,0.3,13.1,27.84,29.51,28.6,55.83,61.29,58.5,1016.5,19.7,,0,75.8,72.2,44.1,24.9,27.6,21
