Local time,Napięcie wyjściowe panela słonecznego (V),Napięcie baterii (V),Temperatura powietrza min. (°C),Temperatura powietrza max. (°C),Temperatura powietrza średnia (°C),Wilgotność względna powietrza min. (%),Wilgotność względna powietrza max. (%),Wilgotność względna powietrza średnia (%),Ciśnienie atmosferyczne (hPa),Punkt rosy (°C),Intensywność deszczu (l/m²),Opad deszczu (l/m²),Wilgotność gleby 15 cm (%),Wilgotność gleby 30 cm (%),Wilgotność gleby 15 cm (%),Temperatura gleby 15 cm (°C),Temperatura gleby 30 cm (°C),Temperatura gleby 15 cm (°C)
2025-11-24 20:00:00,0,12.8,0,0.15,0.1,88.11,88.51,88.3,1004.5,-1.6,,0,92.7,88.2,88.2,2,3.3,3
2025-11-24 19:00:00,0,12.8,-0.07,0.21,0,88.09,88.62,88.4,1004.3,-1.6,,0,92.9,88.2,88.2,2,3.2,3
2025-11-24 18:00:00,0,12.8,-0.14,-0.02,-0.1,88.01,88.35,88.2,1004.2,-1.8,,0,92.9,88.2,88.2,1.9,3.2,3
2025-11-24 17:00:00,0,12.8,-0.06,0.18,0.1,87.51,88.24,87.8,1004.2,-1.7,,0,92.9,88.2,88.2,1.9,3.2,3
2025-11-24 16:00:00,0,12.9,0.11,0.22,0.2,88.02,88.73,88.3,1004,-1.5,,0,92.9,88.2,88.4,1.9,3.1,3
2025-11-24 15:00:00,1.9,13,0.17,0.25,0.2,88.43,88.93,88.7,1003.8,-1.4,,0,92.9,88.2,88.5,1.9,3.1,3
2025-11-24 14:00:00,6.7,13.1,-0.29,0.22,0,89,91.89,90.5,1003.7,-1.4,,0,92.9,88.2,88.4,1.9,3.1,3
2025-11-24 13:00:00,7.5,13.2,-0.86,-0.46,-0.7,90.2,91.98,91.2,1003.8,-1.9,,0,92.9,88.2,88.5,1.9,3.1,3
2025-11-24 12:00:00,10.1,13.3,-1.16,-0.82,-1,89.12,89.88,89.5,1004.2,-2.5,,0,92.9,88.2,88.6,1.9,3,3
2025-11-24 11:00:00,11.7,13.3,-1.74,-1.23,-1.6,89.84,90.5,90.2,1004.8,-3,,0,92.7,88.2,88.6,1.9,3,3
2025-11-24 10:00:00,11,13.1,-1.73,-1.56,-1.6,83.29,88.8,85.6,1005.2,-3.7,,0,92.6,88.2,88.5,1.9,3,3
2025-11-24 09:00:00,6.6,12.9,-2.52,-1.77,-2.2,83.63,86.18,84.9,1005.8,-4.4,,0,92.5,88.2,88.4,1.9,3,3
2025-11-24 08:00:00,4.6,12.8,-3.37,-2.59,-3,86.6,88.65,87.8,1006.1,-4.8,,0,92.5,88.4,88.2,1.9,3,3
2025-11-24 07:00:00,1.8,12.8,-4.47,-3.49,-4,89.23,91.8,90.6,1006.4,-5.3,,0,92.8,88.6,88.5,2,3.1,3
2025-11-24 06:00:00,0.1,12.8,-4.75,-4.47,-4.6,92.07,93,92.5,1006.7,-5.7,,0,92.8,88.6,88.6,2,3.1,3
2025-11-24 05:00:00,0,12.8,-4.76,-4.53,-4.6,93.3,93.54,93.5,1007.4,-5.5,,0,92.9,88.6,88.6,2,3.1,3
2025-11-24 04:00:00,0,12.8,-4.58,-4.02,-4.3,92.26,93.05,92.6,1008.2,-5.3,,0,92.9,88.6,88.6,2,3.1,3
2025-11-24 03:00:00,0,12.8,-4.14,-3.9,-4,92.04,92.26,92.1,1009.3,-5.1,,0,92.9,88.6,88.6,2.1,3.2,3
2025-11-24 02:00:00,0,12.8,-3.9,-3.34,-3.6,91.31,92.04,91.8,1010.2,-4.7,,0,92.9,88.6,88.6,2.1,3.2,3
2025-11-24 01:00:00,0,12.8,-3.34,-2.42,-2.9,89.14,90.92,90.1,1010.9,-4.3,,0,92.7,88.5,88.6,2.1,3.2,3
2025-11-24 00:00:00,0,12.8,-2.25,-2.11,-2.2,90.8,91.37,91.1,1011.7,-3.4,,0,92.9,88.2,88.6,2.1,3.2,3
2025-11-23 23:00:00,0,12.8,-2.14,-2.08,-2.1,90.98,92.28,91.6,1012.3,-3.3,,0,92.9,88.2,88.6,2,3.1,3
2025-11-23 22:00:00,0,12.9,-2.38,-2.15,-2.2,91.52,92.25,91.9,1012.7,-3.4,,0,92.6,88.2,88.6,2,3.1,3
2025-11-23 21:00:00,0,12.9,-2.45,-2.22,-2.4,92.36,93.01,92.7,1013.3,-3.4,,0,92.7,88.2,88.6,2,3.1,3
2025-11-23 20:00:00,0,12.9,-2.46,-2.36,-2.4,93.06,93.34,93.2,1013.8,-3.3,,0,92.9,88.2,88.6,2,3.1,3
2025-11-23 19:00:00,0,12.9,-2.46,-2.36,-2.4,93.2,93.43,93.3,1014.5,-3.3,,0,92.5,88.2,88.6,2,3.1,3
2025-11-23 18:00:00,0,12.9,-2.21,-2.11,-2.2,93.35,93.53,93.4,1015.1,-3.1,,0,92.5,88.2,88.6,2,3.1,3
2025-11-23 17:00:00,0,13,-2.07,-1.94,-2,92.87,93.21,93.1,1015.4,-3,,0,92.7,88.2,88.6,2,3.1,3
2025-11-23 16:00:00,0.1,13,-2.05,-1.95,-2,92.26,92.86,92.5,1015.6,-3,,0,92.9,88.2,88.6,2,3,3
2025-11-23 15:00:00,1.4,13.1,-2.04,-1.8,-1.9,91.57,92.22,91.9,1015.9,-3.1,,0,92.9,88.2,88.6,2,3,3
2025-11-23 14:00:00,2.8,13.2,-1.85,-1.7,-1.8,91.57,91.83,91.7,1016.3,-2.9,,0,92.9,88.2,88.6,2,3,3
2025-11-23 13:00:00,5,13.4,-1.81,-1.54,-1.7,90.56,91.39,91.1,1016.9,-2.9,,0,92.9,88.3,88.6,2,3,3
2025-11-23 12:00:00,12.5,13.6,-1.53,-1.22,-1.4,89.99,90.55,90.3,1017.6,-2.8,,0,92.9,88.6,89,2,3,3
2025-11-23 11:00:00,14.2,13.6,-1.67,-1.28,-1.4,89.52,90.46,89.9,1018.5,-2.9,,0,92.9,88.6,89,2,3,3
2025-11-23 10:00:00,11.8,13.2,-2.21,-1.83,-2,90.77,91.35,91.1,1019.2,-3.3,,0,92.9,88.6,89,2.1,3,3
2025-11-23 09:00:00,5.7,13,-2.5,-2.18,-2.3,91.04,91.45,91.2,1019.6,-3.6,,0,92.9,88.6,89,2.1,3,3
2025-11-23 08:00:00,2.7,13,-2.66,-2.43,-2.5,90,90.66,90.3,1020.2,-3.9,,0,92.9,88.6,89,2.1,3.1,3
2025-11-23 07:00:00,0.9,13,-2.83,-2.69,-2.8,90.79,91.28,91.1,1021,-4,,0,92.9,88.6,89,2.1,3.1,3
2025-11-23 06:00:00,0,13,-2.76,-2.58,-2.7,90.46,91.18,90.9,1021.5,-4,,0,92.9,88.6,89,2.1,3.1,3
2025-11-23 05:00:00,0,13,-2.62,-2.49,-2.5,90.04,90.43,90.2,1021.8,-3.9,,0,92.9,88.6,89,2.1,3.1,3
2025-11-23 04:00:00,0,13,-2.73,-2.58,-2.6,90.32,90.42,90.4,1022,-4,,0,92.9,89,89,2.2,3.1,3
2025-11-23 03:00:00,0,13.1,-2.96,-2.69,-2.8,90.57,91.77,91.2,1022.8,-4,,0,92.9,89,89,2.2,3.1,3
2025-11-23 02:00:00,0,13.1,-3.01,-2.81,-2.9,90.87,91.82,91.5,1023.3,-4.1,,0,93.2,89,89,2.3,3.2,3
2025-11-23 01:00:00,0,13.1,-2.97,-2.66,-2.8,89.99,90.52,90.3,1023.8,-4.2,,0,93.3,89,89,2.3,3.2,3
2025-11-23 00:00:00,0,13.1,-3.1,-2.77,-3,90.09,91.86,90.8,1024,-4.2,,0,93.3,89,89,2.4,3.3,3
2025-11-22 23:00:00,0,13.1,-5.23,-3.52,-4.5,92.77,93.33,93,1024.9,-5.4,,0,93.3,89,89,2.4,3.3,3
2025-11-22 22:00:00,0,13.1,-5.48,-5.09,-5.3,93.03,93.36,93.2,1025,-6.2,,0,93.3,89.2,89,2.5,3.4,3
2025-11-22 21:00:00,0,13.1,-5.4,-4.86,-5.1,92.99,93.4,93.2,1025.2,-6,,0,93.3,89.4,89.2,2.6,3.5,3
2025-11-22 20:00:00,0,13.2,-4.85,-4.15,-4.5,91.66,92.93,92.4,1025.5,-5.6,,0,93.3,89.4,89.1,2.7,3.6,4
2025-11-22 19:00:00,0,13.2,-3.93,-3.54,-3.7,90.88,91.88,91.2,1025.5,-4.9,,0,93.3,89.4,89.3,2.8,3.7,4
2025-11-22 18:00:00,0,13.2,-3.51,-2.53,-3,87.97,90.27,89.2,1025.5,-4.5,,0,93.3,89.4,89.4,2.8,3.8,4
2025-11-22 17:00:00,0,13.3,-2.45,-1.95,-2.3,85.03,87.92,86.7,1025.8,-4.2,,0,93.3,89.4,89.4,2.9,3.9,4
2025-11-22 16:00:00,0.3,13.3,-1.97,-0.78,-1.3,79.32,84.17,81.6,1026,-4,,0,93.3,89.4,89.4,2.9,4,4
2025-11-22 15:00:00,4.1,13.4,-0.54,0.63,0.1,74.98,79,76.7,1025.7,-3.5,,0,93.7,89.4,89.4,2.9,4,4
2025-11-22 14:00:00,12.5,13.7,0.68,2.19,1.4,70.28,73.82,72.1,1025.4,-3.1,,0,93.7,89.4,89.5,2.9,4,4
2025-11-22 13:00:00,15.7,14,1.62,2.2,2,71.17,72.67,71.8,1025.4,-2.6,,0,93.7,89.4,89.7,2.9,3.9,4
2025-11-22 12:00:00,15.9,13.8,1.23,2.01,1.6,72.49,76.8,75.1,1025.9,-2.4,,0,93.7,89.4,89.5,2.9,3.9,4
2025-11-22 11:00:00,12.2,13.5,0.33,1.26,0.8,76.96,81.93,79,1026.4,-2.4,,0,93.7,89.4,89.4,2.9,3.9,4
2025-11-22 10:00:00,14,13.7,-1.09,0.33,-0.4,82.86,88.17,85.7,1026.4,-2.5,,0,93.7,89.5,89.4,2.9,3.8,4
2025-11-22 09:00:00,12.8,13.3,-1.63,-1.15,-1.4,88.3,90.1,89,1026.3,-3,,0,93.7,89.4,89.4,2.9,3.8,4
2025-11-22 08:00:00,7.5,12.9,-2.15,-1.8,-2,90.33,91.47,91,1026.1,-3.2,,0,93.7,89.4,89.4,2.9,3.9,4
2025-11-22 07:00:00,1.7,12.9,-2.14,-1.92,-2,90.95,91.42,91.1,1025.5,-3.3,,0,93.7,89.7,89.4,3,3.9,4
2025-11-22 06:00:00,0,12.9,-1.95,-1.84,-1.9,90.48,90.98,90.8,1025,-3.2,,0,93.7,89.7,89.4,3.1,4,4
2025-11-22 05:00:00,0,12.9,-1.73,-1.56,-1.7,90.08,90.41,90.2,1024.7,-3,,0,93.7,89.5,89.4,3.1,4.1,4
2025-11-22 04:00:00,0,12.9,-1.57,-1.4,-1.5,90.01,90.44,90.2,1024.5,-2.9,,0,93.7,89.5,89.6,3.1,4.1,4
2025-11-22 03:00:00,0,12.9,-1.57,-1.45,-1.5,89.88,90.51,90.2,1024.2,-2.9,,0,93.7,89.5,89.7,3.2,4.2,4
2025-11-22 02:00:00,0,12.9,-1.36,-0.92,-1.2,88.13,89.66,88.9,1024,-2.8,,0,93.7,89.8,89.8,3.2,4.2,4
2025-11-22 01:00:00,0,13,-0.8,-0.68,-0.7,87.51,87.75,87.6,1023.7,-2.5,,0,93.7,89.8,89.8,3.3,4.3,4
2025-11-22 00:00:00,0,13,-0.61,-0.14,-0.4,86.65,87.5,87.1,1023.4,-2.3,,0,93.7,89.8,89.8,3.3,4.3,4
2025-11-21 23:00:00,0,13.1,-0.5,-0.19,-0.4,87.15,88.96,88.3,1023.2,-2.1,,0,93.7,89.8,89.8,3.3,4.4,4
2025-11-21 22:00:00,0,13.1,-0.47,-0.27,-0.4,87.81,88.8,88.3,1023,-2.1,,0,93.7,89.8,89.8,3.3,4.4,4
2025-11-21 21:00:00,0,13.1,-0.35,-0.17,-0.2,87.41,87.73,87.6,1022.7,-2,,0,93.7,89.8,89.8,3.4,4.4,4
2025-11-21 20:00:00,0,13.1,-0.43,-0.29,-0.4,87.15,88.14,87.8,1022.2,-2.1,,0,93.7,89.8,89.8,3.4,4.4,4
2025-11-21 19:00:00,0,13.2,-0.29,-0.07,-0.2,86.83,87.15,87,1021.7,-2.1,,0,93.7,89.8,89.8,3.4,4.5,4
2025-11-21 18:00:00,0,13.2,-0.47,-0.37,-0.4,86.74,87.37,87,1021.2,-2.3,,0,94.1,89.8,89.8,3.5,4.5,4
2025-11-21 17:00:00,0,13.2,-0.41,-0.16,-0.3,84.44,86.25,85.3,1020.8,-2.5,,0,94.1,89.8,89.8,3.5,4.6,4
2025-11-21 16:00:00,0.1,13.3,-0.12,0.26,0.1,81.89,83.99,83,1020.2,-2.5,,0,94.1,89.8,89.8,3.5,4.7,4
2025-11-21 15:00:00,2.8,13.4,0.28,0.94,0.6,78.31,81.78,80,1019.7,-2.4,,0,94.1,89.9,89.8,3.4,4.7,4
2025-11-21 14:00:00,11.2,13.6,1,1.32,1.1,74.99,77.92,76.4,1019,-2.5,,0,94.1,90.1,89.8,3.4,4.6,4
2025-11-21 13:00:00,14.3,13.8,1.08,1.51,1.3,72.08,74.06,73.1,1018.7,-3,,0,94.1,90.2,89.8,3.3,4.5,4
2025-11-21 12:00:00,14.2,13.7,0.53,1.11,0.8,74.55,77.45,75.8,1018.6,-3,,0,94.1,90.1,89.8,3.3,4.4,4
2025-11-21 11:00:00,14,13.5,0.25,0.52,0.4,77.86,79.78,79,1018.6,-2.8,,0,94.1,90.1,89.9,3.2,4.3,4
2025-11-21 10:00:00,12.9,13.4,0.04,0.18,0.1,80.56,82.32,81.4,1018.5,-2.7,,0,94.1,90.2,90.1,3.2,4.2,4
2025-11-21 09:00:00,12.5,13.2,-0.2,0.18,0,81.51,86.12,84.3,1018,-2.3,,0,94.1,90.2,90.1,3.3,4.2,4
2025-11-21 08:00:00,6.5,13,-0.61,-0.37,-0.5,86.27,87.08,86.7,1017.7,-2.4,,0,94.1,90.2,90.2,3.3,4.2,4
2025-11-21 07:00:00,1.5,12.9,-0.89,-0.8,-0.8,85.85,87.38,86.7,1017,-2.8,,0,94.1,90.2,90.2,3.4,4.3,4
2025-11-21 06:00:00,0,12.9,-0.72,-0.49,-0.7,82.45,85.35,84.1,1016.2,-3,,0,94.1,90.2,90.2,3.4,4.4,4
2025-11-21 05:00:00,0,13,-0.38,-0.02,-0.2,80.79,82.45,81.5,1015.7,-3,,0,94.1,90.2,90.2,3.5,4.5,4
2025-11-21 04:00:00,0,13,0.01,0.45,0.2,78.87,80.37,79.4,1015.3,-2.9,,0,94.1,90.2,90.2,3.5,4.5,4.7
2025-11-21 03:00:00,0,13,0.48,1.16,0.8,76.89,78.85,77.9,1014.9,-2.6,,0,94.1,90.2,90.2,3.6,4.6,5
2025-11-21 02:00:00,0,13,1.16,1.92,1.4,79.05,81.25,80.1,1014.5,-1.6,,0,94.1,90.3,90.2,3.6,4.6,5
2025-11-21 01:00:00,0,13,1.83,2.3,2.1,78.91,80.98,79.7,1013.9,-1.1,,0,94.1,90.5,90.2,3.6,4.6,5
2025-11-21 00:00:00,0,13,1.65,1.85,1.8,84.71,85.75,85.2,1013.3,-0.4,,0,94.1,90.5,90.2,3.7,4.7,5
2025-11-20 23:00:00,0,13.1,1.3,1.93,1.7,84.43,85.46,84.9,1012.5,-0.6,,0,94.1,90.5,90.2,3.8,4.7,5
2025-11-20 22:00:00,0,13.1,1.23,1.5,1.4,84.84,85.8,85.2,1011.4,-0.8,,0,94.1,90.5,90.2,3.8,4.8,5
2025-11-20 21:00:00,0,13.1,1.37,1.76,1.5,83.8,85.4,84.8,1010.5,-0.7,,0,94.1,90.6,90.2,3.9,4.9,5
2025-11-20 20:00:00,0,13.1,1.87,2.38,2.1,82.05,83.71,82.9,1009.7,-0.5,,0,94.4,90.6,90.2,3.9,5,5
2025-11-20 19:00:00,0,13.2,2.45,2.65,2.5,80.95,81.81,81.4,1008.9,-0.3,,0,94.5,90.6,90.2,4,5.1,5
2025-11-20 18:00:00,0,13.2,2.8,3.25,3,79.52,80.86,80,1008.2,-0.1,,0,94.5,90.6,90.3,4,5.1,5
2025-11-20 17:00:00,0,13.2,3.04,3.23,3.1,81.37,83.61,82.1,1007.5,0.4,,0,94.5,90.6,90.2,4,5.2,5
2025-11-20 16:00:00,0.2,13.2,2.45,2.81,2.6,84.12,85.47,84.9,1006.8,0.3,,0,94.5,90.6,90.5,3.9,5.3,5
2025-11-20 15:00:00,2.9,13.3,2.73,3.8,3.4,79.66,83.17,81.3,1006,0.5,,0,94.5,90.6,90.6,3.9,5.3,5
2025-11-20 14:00:00,12.6,13.5,3.93,4.19,4.1,77.3,78.63,78,1005.5,0.6,,0,94.5,90.6,90.6,3.8,5.2,5
2025-11-20 13:00:00,7.3,13.4,4.17,4.44,4.3,76.17,76.97,76.5,1005.2,0.6,,0,94.5,90.6,90.6,3.6,5,5
2025-11-20 12:00:00,10.4,13.5,3.86,4.22,4.1,75.98,76.65,76.2,1005.2,0.3,Lekki deszcz,0.2,94.5,90.6,90.6,3.6,4.7,5
2025-11-20 11:00:00,12.9,13.6,3.56,4.12,3.8,74.89,75.9,75.3,1005.6,-0.1,,0,94.5,90.6,90.6,3.5,4.6,5
2025-11-20 10:00:00,14.4,13.8,2.08,3.62,3.1,74.53,78.47,76.2,1006,-0.6,,0,94.5,90.6,90.6,3.5,4.4,5
2025-11-20 09:00:00,12.9,13.4,0.35,1.79,1,79.71,81.99,81,1006.3,-1.9,,0,94.5,90.6,90.6,3.5,4.3,5
2025-11-20 08:00:00,6.5,13.1,-0.34,0.25,0,82.51,83.74,82.9,1006.5,-2.5,,0,94.5,90.6,90.6,3.6,4.4,5
2025-11-20 07:00:00,2.5,13,-1.04,-0.61,-0.9,84.62,85.74,85.1,1006.7,-3.1,,0,94.5,90.6,90.6,3.6,4.4,5
2025-11-20 06:00:00,0.1,13,-0.85,-0.35,-0.6,82.29,84.65,83.4,1006.7,-3.1,,0,94.5,90.6,90.6,3.7,4.5,5
2025-11-20 05:00:00,0,13.1,-0.38,0.04,-0.2,80.92,82.52,82.1,1007,-2.9,,0,94.5,90.6,90.6,3.8,4.5,5
2025-11-20 04:00:00,0,13.1,-0.02,0.52,0.3,79.57,81.13,80.1,1007.5,-2.7,,0,94.5,91,90.6,3.8,4.5,5
2025-11-20 03:00:00,0,13.1,0,0.39,0.2,80.17,82.76,81.8,1008.2,-2.6,,0,94.5,91,90.6,3.9,4.6,5
2025-11-20 02:00:00,0,13.1,0.04,0.26,0.2,81.94,82.71,82.3,1008.9,-2.5,,0,94.5,91,90.6,4,4.7,5
2025-11-20 01:00:00,0,13.1,0.21,0.35,0.3,81.63,82.27,81.9,1009.4,-2.4,,0,94.5,91,90.6,4.1,4.7,5
2025-11-20 00:00:00,0,13.1,0.12,0.35,0.2,82.31,83.04,82.7,1009.8,-2.4,,0,94.5,91,90.6,4.2,4.8,5
2025-11-19 23:00:00,0,13.1,0.29,0.44,0.4,82.63,83.27,83,1010.1,-2.2,,0,94.5,91,90.6,4.3,4.9,5
2025-11-19 22:00:00,0,13.1,-0.13,0.39,0.1,83.39,84.68,84.1,1010.3,-2.2,,0,94.8,91,90.8,4.4,5,5
2025-11-19 21:00:00,0,13.2,-0.95,-0.17,-0.6,85.47,87.27,86.5,1010.5,-2.6,,0,94.9,91.2,91,4.5,5.1,5
2025-11-19 20:00:00,0,13.2,-0.64,-0.34,-0.5,85.29,86.63,86.1,1010.7,-2.6,,0,94.9,91.3,91,4.6,5.3,5
2025-11-19 19:00:00,0,13.2,-0.27,0.68,0.2,81.75,84.88,83.2,1010.9,-2.3,,0,94.9,91.4,91,4.8,5.5,5
2025-11-19 18:00:00,0,13.3,0.79,1.24,1,80.22,81.31,80.7,1011.1,-1.9,,0,94.9,91.4,91,4.9,5.6,5
2025-11-19 17:00:00,0,13.3,1.1,1.75,1.4,77.3,80.72,79.3,1011.2,-1.8,,0,94.9,91.4,91,4.9,5.8,5
2025-11-19 16:00:00,0.2,13.3,1.82,2.63,2.2,73.34,77.14,75.2,1011.3,-1.7,,0,94.9,91.4,91,5,5.9,5
2025-11-19 15:00:00,5.9,13.4,2.81,3.52,3.1,68.83,72.58,70.8,1011.2,-1.6,,0,94.9,91.4,91,5,5.9,5
2025-11-19 14:00:00,13.5,13.7,3.62,4.53,4,66.07,68.38,67.1,1011.3,-1.5,,0,95.2,91.6,91.2,5,5.9,5
2025-11-19 13:00:00,14.4,13.8,4.28,4.83,4.5,63.74,65.94,64.7,1011.4,-1.5,,0,95.3,91.8,91.4,5,5.9,6
2025-11-19 12:00:00,16.2,13.8,3.96,4.34,4.2,64.05,68.33,66.2,1011.9,-1.6,,0,95.2,91.8,91.1,5,5.9,6
2025-11-19 11:00:00,11.6,13.4,2.75,3.96,3.3,68.53,74.93,71.8,1012.6,-1.3,,0,94.9,91.8,91,5.1,5.9,6
2025-11-19 10:00:00,12,13.6,1.72,3.19,2.4,74.16,80.45,77,1013.1,-1.2,,0,95,91.8,91,5.1,6,6
2025-11-19 09:00:00,13.3,13.4,0.56,1.51,1.1,81.64,84.47,83,1013.3,-1.5,,0,94.9,91.8,91,5.1,6,6
2025-11-19 08:00:00,8.5,12.9,0.37,0.51,0.4,84.91,85.12,85,1013.4,-1.8,,0,94.9,91.8,91,5.2,6,6
2025-11-19 07:00:00,2.7,12.8,0.31,0.55,0.4,84.14,85.27,84.7,1013.3,-1.9,,0,94.9,91.8,91,5.3,6.1,6
2025-11-19 06:00:00,0.1,12.8,0.58,1.37,1,82.12,83.94,83,1013.4,-1.6,,0,95.1,91.8,91,5.3,6.2,6
2025-11-19 05:00:00,0,12.8,1.4,1.73,1.6,82.1,84.21,83.2,1013.8,-0.9,,0,95.2,91.8,91,5.4,6.3,6
2025-11-19 04:00:00,0,12.8,1.73,2.14,1.9,83.4,84.53,84.1,1014,-0.5,,0,95.2,91.8,91,5.4,6.4,6
2025-11-19 03:00:00,0,12.8,2.38,2.8,2.6,81.91,82.66,82.2,1014.1,-0.1,,0,95.2,91.8,91,5.5,6.4,6
2025-11-19 02:00:00,0,12.8,2.48,2.73,2.6,82.39,83.89,83.4,1014.4,0.1,,0,95.2,91.8,91,5.5,6.5,6
2025-11-19 01:00:00,0,12.8,2.48,2.78,2.6,84.12,84.85,84.5,1014.6,0.3,,0,95,91.8,91,5.6,6.5,6
2025-11-19 00:00:00,0,12.8,2.69,2.94,2.8,83.8,84.21,84,1014.8,0.4,,0,94.9,91.8,91,5.6,6.6,6
2025-11-18 23:00:00,0,12.8,2.92,2.98,3,83.41,84.23,83.7,1015,0.5,,0,95,91.8,91,5.7,6.6,6
2025-11-18 22:00:00,0,12.8,2.74,2.88,2.8,84.16,86.3,85.2,1015,0.6,,0,94.9,91.8,91,5.7,6.6,6
2025-11-18 21:00:00,0,12.8,2.74,2.84,2.8,86.28,88.22,86.9,1014.9,0.8,,0,95,91.8,91,5.7,6.7,6
2025-11-18 20:00:00,0,12.8,2.51,2.73,2.6,88.7,90.25,89.7,1015,1.1,,0,94.9,91.8,91,5.8,6.7,6
2025-11-18 19:00:00,0,12.9,2.29,2.74,2.5,90.12,92.07,91.3,1015.1,1.2,Lekki deszcz,0.6,94.9,91.8,91.3,5.8,6.8,6
2025-11-18 18:00:00,0,12.9,2.54,3.3,3.1,85.78,89.8,87.2,1015.2,1.2,,0,95.2,91.8,91.4,5.8,6.8,6
2025-11-18 17:00:00,0,12.9,3.29,3.46,3.4,85.14,86,85.6,1015.2,1.2,,0,95.3,91.8,91.4,5.8,6.8,6
2025-11-18 16:00:00,0.1,12.9,3.2,3.62,3.4,84.13,87.61,85.9,1015.1,1.3,Lekki deszcz,0.2,95.3,91.8,91.4,5.8,6.8,6
2025-11-18 15:00:00,1.2,12.9,3.04,3.42,3.2,87.84,89,88.5,1015.2,1.5,,0,95.3,91.8,91.4,5.8,6.9,6
2025-11-18 14:00:00,3.4,13,3.18,3.52,3.4,86.66,87.7,87.1,1015.3,1.4,,0,95.3,91.8,91.4,5.8,6.8,6
2025-11-18 13:00:00,7.9,13.2,3.23,3.55,3.4,84.95,86.56,85.7,1015.6,1.2,,0,95.3,91.8,91.4,5.7,6.7,6
2025-11-18 12:00:00,10.7,13.2,2.85,3.26,3.1,85.25,87.29,86.2,1015.8,1,,0,95.3,91.8,91.4,5.8,6.6,6
2025-11-18 11:00:00,9.4,13.1,1.89,2.77,2.2,87.66,89.54,88.7,1016,0.6,,0,95.3,91.8,91.4,5.8,6.6,6
2025-11-18 10:00:00,6.9,13,1.34,2.03,1.7,87.6,88.48,88,1015.8,-0.1,,0,95.3,91.8,91.4,5.8,6.6,6
2025-11-18 09:00:00,6.8,12.9,0.94,1.17,1.1,87.7,89.81,88.5,1015.6,-0.6,,0,95.3,91.8,91.4,5.8,6.6,6
2025-11-18 08:00:00,4.2,12.9,0.51,1,0.7,90.13,91.56,91.1,1015.3,-0.6,,0,95.3,91.8,91.4,5.9,6.6,6.8
2025-11-18 07:00:00,2.1,12.9,0.37,0.62,0.5,91.17,91.38,91.3,1014.7,-0.8,,0,95.3,91.8,91.4,6,6.7,7
2025-11-18 06:00:00,0.1,12.9,0.48,0.65,0.6,91.08,91.31,91.2,1014.2,-0.7,,0,95.3,91.8,91.4,6.1,6.8,7
2025-11-18 05:00:00,0,12.9,0.55,0.68,0.6,90.76,91.31,91.1,1013.5,-0.7,,0,95.3,92,91.4,6.2,7,7
2025-11-18 04:00:00,0,12.9,0.75,1.13,1,90.26,90.85,90.4,1012.8,-0.4,,0,95.3,92.2,91.4,6.3,7.1,7
2025-11-18 03:00:00,0,12.9,1.27,1.78,1.5,89.44,90.58,89.9,1011.8,0,,0,95.3,92.2,91.4,6.4,7.2,7
2025-11-18 02:00:00,0,12.9,1.71,2.19,1.9,89.57,90.29,89.9,1011,0.5,,0,95.3,92.2,91.4,6.4,7.3,7
2025-11-18 01:00:00,0,12.9,2.22,2.5,2.4,90.2,90.51,90.3,1010.2,0.9,,0,95.3,92.2,91.4,6.5,7.3,7
2025-11-18 00:00:00,0,12.9,2.4,2.6,2.5,90.08,90.59,90.3,1009.2,1.1,,0,95.3,92.2,91.4,6.6,7.4,7
2025-11-17 23:00:00,0,12.9,2.38,2.48,2.4,89.86,90.31,90.1,1008.5,1,,0,95.3,92.2,91.4,6.6,7.5,7
2025-11-17 22:00:00,0,12.9,2.48,2.75,2.6,89.25,90.25,89.8,1007.6,1.1,,0,95.3,92.2,91.4,6.7,7.6,7
2025-11-17 21:00:00,0,13,2.95,3.4,3.1,88.35,89.05,88.6,1006.8,1.5,,0,95.3,92.2,91.4,6.8,7.7,7
2025-11-17 20:00:00,0,13,3.37,3.69,3.5,88.24,89.13,88.6,1005.9,1.8,,0,95.3,92.2,91.4,6.8,7.8,7
2025-11-17 19:00:00,0,13,3.66,3.94,3.8,89.26,91.48,90.6,1004.8,2.4,,0,95.3,92.2,91.4,6.9,7.9,7
2025-11-17 18:00:00,0,13,3.59,3.87,3.7,90.06,91.17,90.6,1004.1,2.3,,0,95.3,92.2,91.4,6.9,7.9,7
2025-11-17 17:00:00,0,13,3.32,3.63,3.5,88.66,90.04,89.5,1003.8,1.9,Lekki deszcz,0.2,95.3,92.2,91.4,7,8,7
2025-11-17 16:00:00,0,13,3.42,3.86,3.6,87.06,88.39,87.5,1003.4,1.7,,0,95.3,92.2,91.4,7,8.1,7
2025-11-17 15:00:00,1.4,13,3.8,3.97,3.9,86.51,88.08,87.4,1003,2,,0,95.3,92.2,91.4,7.1,8.2,7
2025-11-17 14:00:00,3.3,13,3.96,4.07,4,88.36,89.02,88.7,1002.6,2.3,,0,95.3,92.2,91.4,7.1,8.3,7
2025-11-17 13:00:00,5.8,13.2,3.83,4.05,3.9,89.44,89.76,89.6,1002.6,2.4,,0,95.3,92.2,91.2,7.1,8.3,7
